,business_id,category,stars,city,name,review_count
7317,b6NGQeURjEfpOxOuAxX-_Q,Burgers,2.0,Nashville,Krystal,16
7318,b6ZtTraMKE3ftSmtkfe-iw,American (Traditional),2.0,Fairview Hts,TGI Fridays,110
7319,b6_DvuraM7hE-wo7HXzuWg,Burgers,4.0,Tampa,Big Bamboo Bayside,27
7320,b6bQagaJvYQmj61tqMZMsA,Pizza,2.0,Indianapolis,P.Za Kitchen,6
7321,b6h4zo9Iv_L6XKVpRUqvCg,Nightlife,4.5,New Orleans,J&J's Sports Lounge,41
7322,b6kCTSH1kHtfcHxUTm2odA,Desserts,4.0,Philadelphia,BAMBU,170
7323,b74QZznVHAgdQBveV7Q0sw,Italian,4.0,Westville,Speranza Wood-Fired Italian Kitchen,121
7324,b76NK6MvSTgqIOAKnV6qiw,Sandwiches,3.5,Holiday,Dino's Sub and Pizza,55
7325,b7PuAxiGHaCPZbpVmGgnmQ,Pizza,3.5,Mount Ephraim,Domino's Pizza,6
7326,b7V_5q22_eTeHlYzq1bpFw,Seafood,4.0,Kenner,Harbor Seafood & Oyster Bar,954
7327,b8EjtNcEKDbR1ATUaKO7WA,Event Planning & Services,4.5,Doylestown,Lilly's Gourmet and Catering,62
7328,b8_K4jjKz3tPTQBzR6YgvA,American (Traditional),3.5,Maryland Heights,Waffle House,37
7329,b8oNNY0PG7FxXidWhWuA6A,Seafood,4.0,Redingtn Shor,Wahoo's Waterside Pub & Patio,271
7330,b8zYL8751HJXc0XlUw5K3g,Mexican,5.0,Philadelphia,Taco & Ramen,26
7331,b92dSNftvCSPWLC4ZgNXCg,Seafood,4.0,New Orleans,Sammy's Food Service & Deli,198
7332,b9NLnpv-nXj8ilX6NuhkLg,Salad,3.5,Edmonton,Chianti Cafe & Restaurant - Old Strathcona,117
7333,b9dRZKW_0VuY8UP1XpcSvg,Salad,4.0,Reno,Saladworks,72
7334,bACIZGdHRFfNtrufH0wMbQ,Coffee & Tea,4.5,Philadelphia,New York Bagel Bakery,82
7335,bAYjBiw9R0srkmqLZI6SdQ,Chicken Wings,2.5,Saint Louis,Domino's Pizza,7
7336,bBdrihFoZSZa6Nwrx66miA,Bars,3.0,Indianapolis,Olive Garden Italian Restaurant,112
7337,bCAE5NBHpFlgGsGyg2mfWA,American (Traditional),3.5,St Petersburg,Punky's Bar and Grill,141
7338,bD6mNv9Vha3Wn0LOuG4bIQ,Mexican,4.5,Indianapolis,Super Tacos,46
7339,bDAlJYMIzwOewIThe2IZjQ,Chicken Wings,4.0,Indianapolis,Domino's Pizza,12
7340,bDWomEUt-uOBYk5m068JPA,American (Traditional),3.5,Boise,Sunrise Family Restaurant,13
7341,bEzNd4tf8T8biCJWRTYwBA,Seafood,2.5,Indianapolis,Which Wich,25
7342,bFcPoQY3NZZJC51j4FwlJg,Chicken Wings,2.0,New Orleans,Domino's Pizza,51
7343,bFm5NianqXo19jJ3BDd-aQ,Breakfast & Brunch,4.5,Indianapolis,Dad’s Kitchen,35
7344,bGEi2BqDNGYFDtNzJhpABw,Steakhouses,1.5,Sunset Hills,Steak ’n Shake,66
7345,bGY64084bu14qyZCBIzY9g,American (Traditional),3.0,Port Richey,Bob Evans,38
7346,bG_aXPwQoZoDvj5-kZIqRw,Chicken Wings,3.0,Glenolden,Not Just Wings,85
7347,bHRi0d2MbvZmrSdCvHOZ7w,Sandwiches,4.5,Hendersonville,Whitt's Barbecue - Hendersonville,17
7348,bIGFd99r3iUNB0xshlZ5Sw,American (New),4.0,Philadelphia,Pumpkin,432
7349,bIHj86qpLyVSAhnNftMDuQ,Mexican,4.0,Plainfield,El Paraiso,34
7350,bIqeRCnl-b4-C_zR6lgp_g,Chicken Wings,2.5,Saint Charles,Buffalo Wild Wings,78
7351,bJ1XF-1VhhhwWn_Z3Mk6GA,Breakfast & Brunch,4.5,Haddonfield,Wanda BYOB,29
7352,bJ7_F_3uesqOPvSK8W8TxQ,Sandwiches,2.5,Indianapolis,Subway,8
7353,bJJWjoYM8SMB9c4l1VKA1Q,Italian,2.5,Philadelphia,Drougie's Pizza,90
7354,bJdKrQIF5SihmWWZD0AIkg,Chicken Wings,3.0,Philadelphia,Wacky Zaki's,34
7355,bJvn95qeKCYsPs3Y5lfqsg,Steakhouses,3.5,Jenkintown,LongHorn Steakhouse,6
7356,bK5gt7LHnDjCfZnAGuK0ig,Coffee & Tea,5.0,New Orleans,Park Island Brew,48
7357,bKDrKmOSGKcwAr8XmKuHAw,Breakfast & Brunch,4.0,Mount Holly,6-12 Food Mart & Deli,7
7358,bKGyvFBcIq-e9A5tWsbSfg,Sandwiches,5.0,Indianapolis,Subito,203
7359,bKNULviFM4ayuSwq809DIA,Breakfast & Brunch,3.5,Philadelphia,Shanks Original,132
7360,bKiZJTI0-zrH7n4xM5kHcA,Burgers,1.0,Chalmette,Burger King,22
7361,bKtYoWxtlHaqP6KN65HWcA,Event Planning & Services,3.0,St. Louis,River City Casino & Hotel,156
7362,bL89Cnw6D2exLgU68a8__A,Italian,3.0,Lansdale,Spatola's Pizza,28
7363,bMKHcWPB68TAK6EHboKNlg,Bars,3.0,King of Prussia,Screwballs Sports Bar & Grille,72
7364,bN1UOtAXiPFebuVqfIbSuA,Seafood,3.5,Nashville,Tequila's Mexican Restaurant,24
7365,bNBPw-sDOHeqJ1vOstIctQ,American (Traditional),4.0,Shamong,Pic-A-Lilli Inn,205
7366,bNbeh5ht7xnElgdLp8tHAg,Salad,4.0,Evesham Township,Marlton Bistro,19
7367,bOmwhtsnOmtmCUL5Nau0yQ,Sandwiches,4.5,Indianapolis,Movable Feast,37
7368,bOo8xOJYv6nFYfo5TZrRwg,Burgers,2.0,Antioch,O'Charley's Restaurant & Bar,98
7369,bOy_tyFCmdsHv_yL_xkNRg,American (New),3.5,Boise,Owyhee Tavern Steak & Sea,186
7370,bP1lwYkGwLvw0TqhuamnSA,Sandwiches,2.5,Clearwater,Subway,15
7371,bP9wNL13Dekr9HM4el4T7w,Nightlife,3.0,Saint Louis,Friendly's Bar And Grill,19
7372,bPGzgqDIbFAhSLo4GAT-Kw,Seafood,4.0,St. Pete Beach,Sea Hags Bar and Grill,370
7373,bPwYP0AHdSbTs2JxBd-10w,Breakfast & Brunch,4.5,Reno,Two Chicks South,101
7374,bQHG7iFr6zBoyl25aQI01w,Bars,4.0,Levittown,Kasdon's Restaurant & Tavern,27
7375,bQrlv9kEOI28BuJA9NFQcw,Chicken Wings,1.5,Trenton,Domino's Pizza,14
7376,bQukaL5zTFAYMzPm7BqwnQ,Pizza,3.5,Tampa,Papa John's Pizza,16
7377,bR3TcTiLN5UzQA7zvPu0vQ,American (Traditional),4.0,Tampa,Mother's,306
7378,bRRlWJeuPtmI3UuGhh43Wg,American (New),4.0,Indianapolis,Yolk Iron Works,291
7379,bRWihBRd5LY3CJhuAShN6g,Mexican,3.0,Smyrna,Camino Real,71
7380,bRlpi6k7wTSHHEapcLz_KA,Mexican,2.0,Goleta,Chipotle Mexican Grill,175
7381,bRrKK4oHAE1I9qvo32Q3UQ,Salad,2.5,Largo,Zaxby's Chicken Fingers & Buffalo Wings,60
7382,bSJczuohHVko33UT82hnfA,Pizza,4.0,New Orleans,Blaze Pizza,302
7383,bSKXUH3M69T5FWPCP4qb4A,Breakfast & Brunch,3.5,Abington,Bonnet Lane Family Restaurant,79
7384,bSWL0YxfawjS03_g2kgujA,Sandwiches,3.0,Philadelphia,Allegro Pizza,221
7385,bSX7czEHT7plB0JG_2aPHg,American (New),3.5,Willow Grove,Yard House,75
7386,bSuADas9mTPxI2UUGR8PGg,Chicken Wings,2.0,Philadelphia,Popeyes Louisiana Kitchen,36
7387,bUlmX5ehFcy7vzli2tbaMw,Mexican,4.0,Sparks,Fiesta Mexicana,142
7388,bUmeVelX-ZCPkGPDpr3jzw,Italian,3.5,Broomall,Italian Delite,81
7389,bUnqKEP7h48ePxHMXV0fNw,Pizza,3.5,Philadelphia,Bridesburg Pizza,18
7390,bV3wnllqbKIDFalstq5tCw,Sandwiches,3.5,Indianapolis,Greiner's,94
7391,bVaRZDHkWdsHuARGxxpREw,Japanese,4.5,Santa Barbara,Sushi Bar 29,97
7392,bW3Z2Qp2rIIfZwBVP3j4Ng,Italian,3.0,Des Peres,Bravo! Italian Kitchen,164
7393,bW8D7Q1LAEehQshsaypkCg,Breakfast & Brunch,3.0,Tucson,Toast 101,182
7394,bWY6XMq_qHiUmIIWBm3IpQ,Pizza,3.0,Springfield,Anthony’s Coal Fired Pizza & Wings,17
7395,bWl3Tf7kgV1NU6bcshsTkw,Breakfast & Brunch,3.5,St. Pete Beach,Bermudas Restaurant,43
7396,bXe7JE0bxDpoXf3UjnwoBQ,Nightlife,3.5,Largo,Finley's Irish Pub & Eatery,129
7397,bYLEx3Al5ONUopUZ03aoiA,American (New),2.5,King of Prussia,Subway,12
7398,bYZbahVLtoDwPHf0p-VQrQ,Chicken Wings,3.5,Thonotosassa,Hungry Howie's Pizza & Subs,9
7399,bYkcANLcPFZiIcAKvi97aQ,Bars,4.0,Saint Petersburg,Flute and Dram,52
7400,bZPu1IZ-KvUcX4_i454R6A,Cafes,4.0,Lutz,Yummy café,19
7401,bZcP7e4Whnr6M-3QhzXZ4w,Italian,2.5,Bensalem,Randazzo's Pizzeria,12
7402,bZn93vfSuCAO0vHbrrZwpw,Breakfast & Brunch,4.0,Lansdowne,Acropolis Pizza,29
7403,b_cszqum2CmevN_JC6WjpA,American (New),2.0,Antioch,IHOP,76
7404,b_dSurP7PEWBpWeR5j7L7A,Seafood,4.0,Gulfport,Isabelle's Restaurant Gulfport,77
7405,baF2ZFEtsIo2A1k61x3QSw,Bars,3.5,Philadelphia,Tio Flores,243
7406,baG854MRdsasr99D65xo6Q,Pizza,4.0,Bellmawr,Andi's Pizzeria,16
7407,bamt7SpfNB7axYZu27l-1Q,Nightlife,3.5,Ambler,Ristorante San Marco,64
7408,bapb3d6GpSuRct6gi4ROGg,Nightlife,3.5,McCordsville,Noble Roman's Craft Pizza & Pub,11
7409,baxAe39nPgmAhkNwqvoHnQ,Salad,3.5,Tampa,Olive Garden Italian Restaurant,123
7410,bb2YYn1PpRQ79Owgd4ZxMA,Seafood,2.5,Bristol,Pistol Pete's Seafood,10
7411,bbDOCJUkRVV3WOKV4RLXjQ,Pizza,2.0,Saint Louis,Imo's Pizza,41
7412,bblM4-jQeXF0RUZTwohijQ,Sandwiches,1.5,Exton,Domino's Pizza,22
7413,bbm5_njEZyw68E7UUY0xgQ,American (Traditional),3.0,Christiana,Red Robin Gourmet Burgers and Brews,86
7414,bbs4FBchPGkWNgsVPLYIRw,American (Traditional),3.0,Saint Louis,Applebee's Grill + Bar,30
7415,bc3K8KvLkLNu_XU3RkeeeA,Breakfast & Brunch,4.0,Tucson,LeBuzz Caffe,33
7416,bcaNjE5cXvn_FvgCAKr28A,Nightlife,3.5,Spring Hill,Karma Spirits & Cafe,21
7417,bcfXCWaYxIN4UoV_94ksLQ,American (Traditional),3.5,Reno,Gold 'N Silver Inn,520
7418,bcmgbIMjlPJWkyv0k1XJzA,Desserts,4.5,Levittown,DeLorenzo's The Burg,111
7419,bcxxBysUzzI8MlotsIG5zg,Sandwiches,3.0,Indianapolis,Sonny's Bistro,12
7420,bdBtmYePurapb2eteohYhw,Pizza,2.5,Indianapolis,Papa John's Pizza,12
7421,bdIdqfR3G_2MnAstYqQJgQ,American (New),3.5,Devon,Terrain Cafe - Devon,150
7422,bdJXwEREaJTeZrDHIo276Q,Burgers,3.5,Tampa,Hard Rock Cafe,108
7423,bdXSkYTovwYSv2hpOp5iZQ,Pizza,3.0,Tampa,Hyde Park Cafe,124
7424,bdteJqgoj0OaALhj9RFtmw,Italian,3.5,Philadelphia,Koreana,363
7425,bdth7r1brx9yRU7sYwF9jQ,Japanese,4.0,Ballwin,Nippon Tei,254
7426,beFJnRI8W-6AtUpCjcE2Tw,Seafood,2.5,Edmonton,Joey's Only Seafood Restaurant,14
7427,beSgKHecMsEyz6iy7gm-9w,Bars,4.5,St. Petersburg,Sauvignon Wine Locker American Trattoria,40
7428,beZDxtr75KdlsQm4_kezng,Mexican,4.5,Sparks,El Rincon Restaurant,42
7429,be_uy8EbtTcCtBVqTYMFrQ,Coffee & Tea,2.5,Harahan,Starbucks,68
7430,bft_6Ej4QlYocC-67la5Ug,Event Planning & Services,4.5,Saint Charles,Spiro's Restaurant,98
7431,bg0oWB7DnkBzHqIKSiq9Fg,Nightlife,2.5,St Louis,Zenia Bar & Grille,12
7432,biJ5qV6nRtbz0HxtUEQJUQ,Seafood,4.0,Valrico,Willie's Seafood,102
7433,bj-_vwEXLa7ECiHZhoOmFg,Nightlife,3.5,Delran,Dooney's Pub Delran,97
7434,bj8eQQvQ4so-bLO64LC_gw,Pizza,3.0,Blue Bell,Anthony's Coal Fired Pizza,100
7435,bjGCh-BnDg3QsVKFDWzoAA,American (Traditional),3.0,Indianapolis,Northside Bar & Grill,13
7436,bjPUhanWoinHi2kywvVzBA,Italian,4.0,Philadelphia,Mercato BYOB,709
7437,bjQrmBSu1A7f5vprEikOKA,Salad,5.0,Tampa,Healthy N Fresh Cafe,238
7438,bjTnfHJEncc83exBS81ZqA,Burgers,4.5,Smyrna,Chicago Express,47
7439,bjft5Kd54h16JtuoFoPdhQ,Coffee & Tea,3.5,Fort Washington,Wawa,19
7440,bjj7HIgdC04IhctuMMIF1A,Coffee & Tea,4.5,Saint Louis,Egg,122
7441,bjl2Xtm9kCWsCqz0OkS75g,Sandwiches,4.0,Tampa,Tapper Pub,29
7442,bkBHOBQ-R6CVTMiVGiJQOg,Pizza,1.5,Berkeley,Domino's Pizza,9
7443,bki_5P8lQ51wWTd55wikpA,Steakhouses,2.5,Nashville,Logan's Roadhouse,123
7444,bkpS0H3igTwHPaBemnkdOg,Mexican,3.5,Tucson,Pinches,8
7445,bkxtuHXCL7GR51FiNdextA,Sandwiches,4.0,New Orleans,City Greens,122
7446,bl1iirh_xT3KEUOVwi4e4g,Sandwiches,3.5,Meridian,Café Zupas,125
7447,bliETqSXwJ9_I0yR4R5prw,Mexican,2.0,Brandon,Chipotle Mexican Grill,147
7448,bllbgSuMIYLHux27cnH3vA,Burgers,4.0,Oro Valley,The Views Restaurant,65
7449,bmJgvpuf2GBXd62ELK0Q2w,Italian,4.0,Philadelphia,Luigi’s Pizza Fresca,249
7450,bmkzU6nQ99thgBLX4MdMJQ,Nightlife,3.5,Edwardsville,Twisted Biscuit Brunch,49
7451,bmq7tvQ3Qbmg9Jpw4E4VFQ,Seafood,4.0,Harvey,Zea Rotisserie & Bar,175
7452,bmz4siaejdjs4_yS_mYW4A,American (Traditional),3.5,Franklin,Cool Springs Brewery,264
7453,bn0XzKxBRBWvnHUMg5cz6g,American (Traditional),2.5,Newark,Red Lobster,59
7454,bnQi1p12jctmPDmG7lGdZw,American (New),3.5,Glassboro,Dawn to Dusk Café,25
7455,bnY1-1e0XdPz6zTrG5dacA,Burgers,2.0,Edmonton,McDonald's,12
7456,bndEHp-3hIlUVXmchrj3EA,Sandwiches,2.5,Saint Louis,Subway,6
7457,bngZLOFrZzC6ULFYRQElFw,Breakfast & Brunch,2.5,Cherry Hill,IHOP,46
7458,bnncAgEQfVe9-qIRzcJyCQ,Chicken Wings,4.0,Carmel,Pies & Pints,165
7459,bo7UVNCtaSF5wu5-3358FA,Sandwiches,4.0,Indianapolis,McAlister's Deli,78
7460,bp-YfsJnbSje3ayCZLGaUA,Bars,4.5,Indianapolis,1933 Lounge,160
7461,bpEiVcivZFHixcDGKXQQJA,Coffee & Tea,4.0,Philadelphia,Valerio Coffee Roasters,34
7462,bpz71eysAa3JdgF1qXFa7Q,Event Planning & Services,3.0,St Albert,St Albert Bowling Centre,8
7463,bqLtBdYhS-Rw1QNEHCiQZw,Japanese,4.5,West Chester,Asuka,206
7464,br6Cc1K0_otT9bc_b3mPdA,Bars,4.0,Tampa,Hattricks,650
7465,bsRJY9hRr_p3PNZnxCqbjw,Nightlife,3.0,Garden City,Barrelhouse Pub and Grill,178
7466,bsZYIbrN87hbSpl4cFufdw,Breakfast & Brunch,4.5,Blackwood,Blair Mountain Biscuit,24
7467,bu7aPquyrSqsR-Ar4bcp5w,Pizza,4.0,East Norriton,Olympia Pizzeria & Restaurant,73
7468,buHv7XVxz0vKCa2XlEubeQ,Sandwiches,2.0,Sparks,Domino's Pizza,55
7469,bvCP5AUnA63vPzuLXD_tbQ,Coffee & Tea,3.5,Philadelphia,Pho House Thang Long,22
7470,bw9vBLjjwyEEuDZ2kMo10Q,American (Traditional),4.0,St. Petersburg,E and L Pizza,45
7471,bwDeI0YRqn7rToBwH4ptKQ,Burgers,2.0,Boise,McDonald's,12
7472,bx04Zy6ylZEGXkBs1pU_PA,American (New),3.0,Bensalem,Panera Bread,47
7473,bx30oxuR-CPrzhVIyzOfSQ,Italian,4.0,Ewing,Mamma Flora's Trattoria,85
7474,bxYDpLu4dSWZDQIWV0QowQ,American (New),3.5,Fairview Heights,Five Guys,72
7475,bxjOSldtLatq7jX4j0lKuQ,Mexican,2.0,O Fallon,Taco Bell,18
7476,bxnjcNGQmxAyoUfg5LXntw,Japanese,4.0,Saint Petersburg,Mori Sushi,141
7477,by3Pd_qk6R9ik3C2Ng_-rg,Bars,3.0,Langhorne,Margaritas Mexican Restaurant,313
7478,byIGo_rwmoWEd6J7AsrDoQ,Burgers,3.5,Greenwood,Culver's,43
7479,byIV7Y_5kTBk2H3qPzuDsw,Italian,4.0,Burlington,Fratelli's Italian Restaurant,59
7480,byMaUassEmBae6Wcg1W5-A,Pizza,2.5,Woodbury,Pizza Hut,19
7481,byoDydOvUHzbSv4VtD9Cpw,Sandwiches,2.0,Nashville,Jersey Mike's Subs,36
7482,bzG2ul_mhdPMvhxsn-8EEg,Sandwiches,3.0,Philadelphia,Wawa,19
7483,bzJA43cyMpRu9LYYi5j2JA,Sandwiches,4.5,Tampa,Chicken Salad Chick,67
7484,bzVwiA7BBkJ7H9yvONpemg,Event Planning & Services,4.0,Meridian,Gyro Shack,25
7485,bzjweJlxRgHl7eHDAoM5Xg,Japanese,3.5,Plant City,Wasabi Japanese Steak House and Sushi Bar,103
7486,bzpCVgnqlpeJ2foJO7l6UQ,Pizza,2.5,Berwyn,Phil's Famous Pizza & Steaks,47
7487,bzvxt0sP9OMwwks1vLSzKw,Mexican,2.5,Boise,Cafe Ole,95
7488,c-C_U62Yh8vgY7xGf-fJZA,Steakhouses,4.0,Edmonton,Share,6
7489,c-IgS6Pk6vMyax7Rbr38eA,American (New),4.0,Speedway,Barbecue and Bourbon,284
7490,c-KnWXTVV7401QFWqV1heQ,Japanese,3.0,Deptford,Tokyo Mandarin,27
7491,c-SkUPd0MKdtshiZL33Xnw,Breakfast & Brunch,1.0,Tampa,Taco Bell,7
7492,c-iKAO2GBzSKjm7y1Oljcw,Seafood,4.0,New Orleans,Red Fish Grill,1984
7493,c-jQ_--GMT_SvyjclyYqMg,Nightlife,3.5,Philadelphia,Craft Manayunk,97
7494,c04vDdzUCbQxlFAw19e5Bw,Bars,4.0,Levittown,Cazz's Bar and Grill,6
7495,c0Ay-fVQFMgAaXVR3hhRGw,Sandwiches,4.5,Philadelphia,Alice Pizza,10
7496,c0F9yKr0bJuQDtG1lzDgmQ,Breakfast & Brunch,4.5,Oldsmar,Craft Street Kitchen - Oldsmar,1013
7497,c0TznEkK0x57wbVEepFWrw,Nightlife,4.0,Tampa,One Family Korean Restaurant,336
7498,c0Y9Fi2KSrthgsczdAPZ_g,Coffee & Tea,4.0,Elkins Park,Goat House Creamery,19
7499,c0ohTQjNO9zUtg3eb9vbwg,Sandwiches,2.5,Tarpon Springs,Arby's,16
7500,c0p9TawJSQHchy5aL8NWgQ,Mexican,4.5,Santa Barbara,Rosales Mexican Restaurant,227
7501,c1DB8BU8M3oDRTHr3KgaQA,Mexican,3.5,Carmel,Cancun Mexican Restaurant,96
7502,c1XNKIP9OW3Uxd7BKLgirQ,American (New),3.0,Edwardsville,Wingstop,30
7503,c1v7KERdB741pw7d53HGdA,Bars,4.0,Philadelphia,Ancient Spirits & Grille,31
7504,c2FJP_fPywkp6Gd1i4tWZQ,Nightlife,3.5,Sparks,The Blind Onion Pizza & Pub,314
7505,c2Ni-7hKiWWxFhIk868C3Q,Pizza,3.5,Norwood,Cocco's Pizza,13
7506,c2XrnTrpAjXuFjkMVKfBYA,American (Traditional),2.5,Metairie,IHOP,42
7507,c2aTeHsgmQWapEuWEwT3Mg,Burgers,3.5,Zephyrhills,The Chowder House Restaurant,91
7508,c32mGy62lMCp-ltl0Rcc5g,American (Traditional),3.5,Nashville,Phillyman Cheesesteak,36
7509,c37aDysgwNQsLpMWNedhTg,Bars,3.5,Dunedin,Bascettis Italian Grille,83
7510,c39Y2K2DIch1L2lAgi25QQ,Breakfast & Brunch,4.0,St. Charles,First Watch,104
7511,c3QxX3toWdqJnKQmmIliRQ,American (Traditional),4.0,Nashville,Honky Tonk - The Twelve Thirty Club,110
7512,c3_lkH7CAglbcIyyXthTcg,Pizza,2.5,Westville,Tony Soprano's Pizza,43
7513,c3gwn7_ukRwGGIghHLi-UA,Breakfast & Brunch,4.5,New Orleans,Toast,554
7514,c3l9FEnCxH0zf8EypiR61A,Mexican,3.5,Green Valley,El Patio,107
7515,c44aUUU2te9GPcSLpRw0Xg,Mexican,2.0,Ballwin,Taco Bell,21
7516,c4IkL2K64JeFC7kcnbupsw,Mexican,2.5,Brentwood,Chipotle Mexican Grill,77
7517,c4T4fWfNdnlyOgBN0a5JFA,Cafes,4.0,Brandon,First Watch,243
7518,c4WjOzTvpMvAxmUspHfhOQ,Italian,3.5,Edmonton,Sicilian Pasta Kitchen - SPK Downtown,98
7519,c4sZmWea1ULin4AsX1wp0A,Sandwiches,2.5,Indianapolis,Subway,10
7520,c4x06huNhVp04VI_MUiQsw,Burgers,1.5,Valley Park,McDonald's,42
7521,c5CA8uSN0oZsxtz8t92uSA,Sandwiches,4.0,Fishers,Wild Eggs,235
7522,c5QMFe_yhgksThaR2a6rtg,Steakhouses,2.5,Deptford,Applebee's Grill + Bar,43
7523,c5m3fkLzQZjGoHSERlXW6A,Nightlife,3.0,Philadelphia,Delilah's,76
7524,c5vToRxz_e8DNV2oD3xzog,Mexican,3.0,Nashville,El Palenque,89
7525,c5zCZbqxx09GjNo5O8UcVg,Breakfast & Brunch,4.0,Nashville,Southside Grill,204
7526,c6aGzGCRM2Ok-iOVBAFwqQ,Breakfast & Brunch,3.5,Treasure Island,R Bar Treasure Island,185
7527,c6fWBSm-EHVwyFszTC5Mhw,Bars,3.5,Nashville,Del Frisco's Grille,241
7528,c6quFjI59tPAcAGpkAkBug,Burgers,1.5,Tampa,Wendy's,20
7529,c7-Q-64Qgy3a5VYevB0wAw,American (New),4.5,Pinellas Park,Victor's Kitchen,16
7530,c77Ay_H30p8q0OEsZjMfOw,Nightlife,3.0,Franklin,Benchmark Sports Pub & Eatery,84
7531,c7OfNRMIqAhtNOMEat3Rbg,Italian,4.0,Newtown Square,Fellini Cafe,156
7532,c7qrYCo8FjZgNI8rJzrUaA,Pizza,4.0,Upper Darby,Chris's Pizza,30
7533,c7we_ipZEEQqeUoRbIoWAg,Nightlife,4.5,Tarpon Springs,Anclote Brew,65
7534,c8DTZaNcmhX8bVSXnY3ocQ,Sandwiches,3.5,Indianapolis,McAlister's Deli,73
7535,c8R7kt6bpkc--N7l7V3OfA,Burgers,3.0,Zionsville,Bub's Burgers & Ice Cream,157
7536,c8_GqZbu9vGgBsdooQQeyA,Pizza,3.0,White House,Little Caesars,8
7537,c8c0xWech0Qv-JlwXqrTqw,Cafes,5.0,Gretna,Le Cafe Eblouir,31
7538,c8wnPWZJvsgei2O9PE71Mw,Breakfast & Brunch,3.0,Temple Terrace,IHOP,84
7539,c9Bzlep3qi487weVfnVUTA,Japanese,4.5,Sherwood Park,Japanese Village Sherwood Park,14
7540,c9Toxujofd1JvFySG-t_MA,Burgers,1.5,Meridian,Sonic Drive-In,46
7541,cAbdvzqtFLaAAMFIyPf2AA,Steakhouses,4.0,Santa Barbara,Holdren's Steaks & Seafood,544
7542,cAqCeWKCGeZPlcBj0I8f8Q,Salad,4.0,Clayton,Potbelly Sandwich Shop,46
7543,cB00fmNTuWi07IXS6kOX1Q,Sandwiches,4.5,Tucson,Planet Sub,76
7544,cBiHULO8B4gTEav8eQJhuQ,Burgers,4.0,Cherry Hill,Silver Diner,426
7545,cC1eoK-OmqW_htuOLjMdJA,Sandwiches,4.0,Arnold,Bellacino's Pizza & Grinders,32
7546,cD6YXgSJJon7B5pJoRq4SA,American (Traditional),3.5,Belleville,New York Fish Chicken Gyro,15
7547,cDFdJf66LozpZhO0AxVQig,Chicken Wings,3.5,Tucson,Peter Piper Pizza,26
7548,cE_gYW3CHEducTkEyxTDdA,Mexican,4.0,Tampa,Bartaco,1368
7549,cEnlLDbwRJjeIGXGQZN9NQ,Breakfast & Brunch,3.0,Metairie,Puccino's Coffee House,12
7550,cFibMQ4xVSxkdZnCOKGi_Q,Seafood,3.5,Edmonton,Bai Wei Seafood,15
7551,cFoUuE6thjn88cVCTqYBHw,Italian,3.5,Clearwater,Johnny's Italian Restaurant,218
7552,cFr89kiSMvB1WsoGB_ZPBA,Burgers,4.0,Plainfield,BRU Burger Bar - Plainfield,233
7553,cFtVkdtHZuZvCNvkSG-RAg,Desserts,4.0,Philadelphia,Kurry Shack Francisville ,13
7554,cGX-1IUwXOjkUqZbkKYcjw,Seafood,4.0,Philadelphia,Fogo de Chao,1426
7555,cGsewW-9GdycDS3YT_eUMA,Salad,3.0,Indianapolis,The Cheesecake Factory - Indianapolis,555
7556,cHZ1FUswyko119EkV_9aNQ,Salad,3.5,Tucson,Upper Crust Pizza,180
7557,cIBRdoAnPHwEzwxlnq495Q,American (New),4.0,Edmonton,Harvest Room,59
7558,cIPOp2B8Q8FWsf4rLdKLbA,Pizza,4.0,Langhorne,Enzo's Pizzeria,30
7559,cIohvIbTq6qN7god-sx1zg,American (New),4.0,Saint Pete Beach,Sea Turtle Restaurant,262
7560,cJ7qQ8NpF6OTqFye-l4A0g,Coffee & Tea,4.5,Port Richey,The Local Fresh Grill,138
7561,cJRCXPohh_pc_bz-25ibNw,Pizza,3.0,Brandon,Westshore Pizza,34
7562,cKLrTvokOdcgoEoHOXkfYg,Salad,3.5,Philadelphia,Sakura Japanese Cuisine,142
7563,cKyuuZcGTAw4IXEHZiYarg,American (Traditional),2.5,Mt Juliet,Buffalo Wild Wings,84
7564,cLlBDZxYJ1dt1JgMuZnXew,Pizza,4.0,Philadelphia,Olly,51
7565,cM6V90ExQD6KMSU3rRB5ZA,Cafes,4.0,Boise,Dutch Bros Coffee,33
7566,cM77NrFZx2z0d84AqEpmMw,Breakfast & Brunch,4.0,Philadelphia,Diner At Manayunk,86
7567,cN-E9LtQPXrE00iaQQ7UCQ,Burgers,3.5,St Louis,Freddie G's Chicken And Waffle,29
7568,cN3ggTtgj50jwMilo7vGFA,Bars,3.5,Reno,Sizzle Pie,252
7569,cNH8949aoGjotaR1LvbGPw,American (Traditional),3.0,Brandon,Red Robin Gourmet Burgers and Brews,208
7570,cNslGovNYpSLywT5P03Vsw,Nightlife,3.5,Seminole,Time Out Sports Bar,48
7571,cOGU70XAVSMlhkPtoIpURA,Nightlife,4.0,Boise,North End Pizza,90
7572,cOXc8c85Ms6dMEAJazLXHQ,Bars,4.0,Philadelphia,McGillin's Olde Ale House,979
7573,cOaJqBOKe5xDx9rX3rG2hA,Coffee & Tea,2.0,Edmonton,Tim Hortons,8
7574,cOhXlwkb4zaRRJp_P3zEVg,Bars,4.0,Oaklyn,Amato Bros,41
7575,cOthu9CsecDfovLWaD5Hnw,Pizza,2.0,Metairie,Sbarro,9
